,name,callsign,frequency,boundary,upper_fl,lower_fl
262,SOLENT CTA 4,SOUTHAMPTON APP,120.230,N51.04.33.00 W001.25.36.00/N50.55.12.00 W001.30.47.00/N50.53.34.00 W001.40.51.00/N51.04.33.00 W001.25.36.00,000,000
263,SOLENT CTA 5,SOUTHAMPTON APP,120.230,N51.08.28.00 W001.19.28.00/N51.06.36.00 W001.08.17.00/N51.03.40.00 W001.09.35.00/N051.03.40.0 W001.09.35.0/N051.03.47.76 W001.09.46.14/N051.03.55.39 W001.09.57.5/N051.04.2.89 W001.10.9.07/N051.04.10.27 W001.10.20.84/N051.04.17.51 W001.10.32.82/N051.04.24.62 W001.10.45.0/N051.04.31.6 W001.10.57.37/N051.04.38.44 W001.11.9.94/N051.04.45.14 W001.11.22.69/N051.04.51.7 W001.11.35.63/N051.04.58.11 W001.11.48.75/N051.05.4.38 W001.12.2.05/N051.05.10.5 W001.12.15.52/N051.05.16.47 W001.12.29.16/N051.05.22.3 W001.12.42.96/N051.05.27.96 W001.12.56.92/N051.05.33.48 W001.13.11.04/N051.05.38.83 W001.13.25.31/N051.05.44.03 W001.13.39.73/N051.05.49.07 W001.13.54.29/N051.05.53.94 W001.14.8.99/N051.05.58.66 W001.14.23.82/N051.06.3.21 W001.14.38.78/N051.06.7.59 W001.14.53.87/N051.06.11.81 W001.15.9.07/N051.06.15.86 W001.15.24.4/N051.06.19.74 W001.15.39.83/N051.06.23.45 W001.15.55.37/N051.06.26.98 W001.16.11.0/N051.06.30.35 W001.16.26.74/N051.06.33.54 W001.16.42.57/N051.06.36.55 W001.16.58.48/N051.06.39.39 W001.17.14.48/N051.06.42.06 W001.17.30.55/N051.06.44.54 W001.17.46.69/N051.06.46.85 W001.18.2.9/N051.06.48.97 W001.18.19.18/N051.06.50.92 W001.18.35.5/N051.06.52.69 W001.18.51.89/N051.06.54.28 W001.19.8.31/N051.06.55.68 W001.19.24.78/N051.06.56.9 W001.19.41.29/N051.06.57.95 W001.19.57.83/N051.06.58.8 W001.20.14.39/N051.06.59.48 W001.20.30.98/N051.06.59.97 W001.20.47.58/N051.07.0.28 W001.21.4.2/N051.07.0.41 W001.21.20.82/N51.07.00.00 W001.21.46.00/N51.08.28.00 W001.19.28.00,000,000
264,SOLENT CTA 6,SOUTHAMPTON APP,120.230,N51.06.36.00 W001.08.17.00/N51.04.20.00 W001.06.57.00/N50.54.35.00 W001.03.35.00/N50.49.28.00 W001.17.14.00/N51.01.15.00 W001.10.39.00/N51.06.36.00 W001.08.17.00,000,000
265,SOLENT CTA 7,SOUTHAMPTON APP,120.230,N50.42.14.00 W001.53.13.00/N50.44.41.00 W001.38.24.00/N50.31.56.00 W001.47.00.00/N50.42.14.00 W001.53.13.00,000,000
266,SOLENT CTA 8,SOUTHAMPTON APP,120.230,N50.44.41.00 W001.38.24.00/N50.40.35.00 W001.23.50.00/N50.27.54.00 W001.32.40.00/N50.31.56.00 W001.47.00.00/N50.44.41.00 W001.38.24.00,000,000
267,SOUTHEND CTA 1,SOUTHEND,130.780,N51.34.37.00 E000.24.40.00/N51.43.33.00 E000.44.29.00/N51.42.06.00 E000.45.21.00/N51.34.45.00 E000.29.03.00/N51.27.01.00 E000.36.30.00/N51.27.19.00 E000.39.55.00/N51.31.51.00 E000.50.00.00/N51.30.00.00 E000.50.00.00/N51.25.28.00 E000.39.56.00/N51.24.46.00 E000.32.02.00/N51.27.57.00 E000.27.21.00/N51.31.46.00 E000.24.01.00/N51.34.37.00 E000.24.40.00,000,000
268,SOUTHEND CTA 2,SOUTHEND,130.780,N51.43.33.00 E000.44.29.00/N51.44.20.00 E000.46.14.00/N51.44.40.00 E000.50.36.00/N51.44.31.00 E000.50.38.00/N51.41.38.00 E000.52.22.00/N51.43.12.00 E000.47.48.00/N51.42.06.00 E000.45.21.00/N51.43.33.00 E000.44.29.00,000,000
269,SOUTHEND CTA 3,SOUTHEND,130.780,N51.44.40.00 E000.50.36.00/N51.44.46.00 E000.51.58.00/N051.44.46.0 E000.51.58.0/N051.44.39.48 E000.52.15.27/N051.44.32.77 E000.52.32.36/N051.44.25.88 E000.52.49.25/N051.44.18.8 E000.53.5.94/N051.44.11.55 E000.53.22.44/N051.44.4.11 E000.53.38.72/N051.43.56.5 E000.53.54.79/N051.43.48.72 E000.54.10.64/N051.43.40.76 E000.54.26.27/N051.43.32.64 E000.54.41.67/N051.43.24.35 E000.54.56.85/N051.43.15.9 E000.55.11.78/N051.43.7.28 E000.55.26.47/N051.42.58.51 E000.55.40.92/N051.42.49.58 E000.55.55.11/N051.42.40.5 E000.56.9.06/N051.42.31.27 E000.56.22.74/N051.42.21.89 E000.56.36.16/N051.42.12.36 E000.56.49.31/N051.42.2.7 E000.57.2.19/N051.41.52.89 E000.57.14.8/N051.41.42.95 E000.57.27.13/N051.41.32.88 E000.57.39.17/N051.41.22.68 E000.57.50.93/N051.41.12.35 E000.58.2.4/N051.41.1.9 E000.58.13.58/N051.40.51.33 E000.58.24.46/N051.40.40.64 E000.58.35.04/N051.40.29.84 E000.58.45.31/N051.40.18.93 E000.58.55.28/N051.40.7.91 E000.59.4.95/N051.39.56.79 E000.59.14.3/N051.39.45.57 E000.59.23.33/N051.39.34.25 E000.59.32.05/N051.39.22.84 E000.59.40.45/N051.39.11.34 E000.59.48.52/N051.38.59.75 E000.59.56.27/N051.38.48.08 E001.00.3.69/N051.38.36.33 E001.00.10.79/N051.38.24.51 E001.00.17.55/N051.38.12.61 E001.00.23.97/N051.38.0.65 E001.00.30.07/N051.37.48.62 E001.00.35.82/N051.37.36.54 E001.00.41.24/N051.37.24.39 E001.00.46.31/N051.37.12.19 E001.00.51.04/N051.36.59.94 E001.00.55.43/N051.36.47.65 E001.00.59.48/N051.36.35.31 E001.01.3.18/N051.36.22.94 E001.01.6.53/N051.36.10.53 E001.01.9.54/N051.35.58.09 E001.01.12.19/N051.35.45.62 E001.01.14.5/N051.35.33.13 E001.01.16.45/N051.35.20.62 E001.01.18.06/N51.35.04.00 E001.01.20.00/N51.30.00.00 E000.50.00.00/N51.31.51.00 E000.50.00.00/N51.35.28.00 E000.58.05.00/N051.35.28.0 E000.58.5.0/N051.35.17.57 E000.58.6.5/N051.35.7.13 E000.58.7.72/N051.34.56.68 E000.58.8.64/N051.34.46.22 E000.58.9.26/N051.34.35.75 E000.58.9.6/N051.34.25.28 E000.58.9.63/N051.34.14.81 E000.58.9.38/N051.34.4.35 E000.58.8.83/N051.33.53.89 E000.58.8.0/N051.33.43.45 E000.58.6.86/N051.33.33.02 E000.58.5.44/N051.33.22.6 E000.58.3.72/N051.33.12.21 E000.58.1.72/N051.33.1.84 E000.57.59.42/N051.32.51.49 E000.57.56.83/N051.32.41.18 E000.57.53.96/N051.32.30.9 E000.57.50.79/N051.32.20.65 E000.57.47.34/N051.32.10.44 E000.57.43.61/N051.32.0.28 E000.57.39.59/N051.31.50.16 E000.57.35.28/N051.31.40.09 E000.57.30.7/N051.31.30.07 E000.57.25.83/N051.31.20.11 E000.57.20.68/N051.31.10.2 E000.57.15.26/N051.31.0.35 E000.57.9.56/N051.30.50.57 E000.57.3.59/N051.30.40.85 E000.56.57.35/N051.30.31.2 E000.56.50.83/N051.30.21.63 E000.56.44.05/N051.30.12.13 E000.56.37.0/N051.30.2.7 E000.56.29.69/N051.29.53.36 E000.56.22.11/N051.29.44.11 E000.56.14.28/N051.29.34.93 E000.56.6.19/N051.29.25.85 E000.55.57.85/N051.29.16.86 E000.55.49.25/N051.29.7.97 E000.55.40.41/N051.28.59.17 E000.55.31.32/N051.28.50.48 E000.55.21.98/N051.28.41.88 E000.55.12.41/N051.28.33.39 E000.55.2.59/N051.28.25.01 E000.54.52.55/N051.28.16.74 E000.54.42.27/N051.28.8.59 E000.54.31.76/N051.28.0.54 E000.54.21.03/N051.27.52.62 E000.54.10.07/N051.27.44.82 E000.53.58.9/N051.27.37.14 E000.53.47.51/N051.27.29.58 E000.53.35.91/N051.27.22.15 E000.53.24.1/N051.27.14.85 E000.53.12.08/N051.27.7.69 E000.52.59.87/N051.27.0.65 E000.52.47.46/N051.26.53.76 E000.52.34.85/N051.26.47.0 E000.52.22.06/N051.26.40.38 E000.52.9.07/N051.26.33.9 E000.51.55.91/N051.26.27.57 E000.51.42.57/N051.26.21.38 E000.51.29.06/N051.26.15.35 E000.51.15.37/N051.26.9.46 E000.51.1.52/N051.26.3.72 E000.50.47.51/N051.25.58.14 E000.50.33.34/N051.25.52.71 E000.50.19.02/N051.25.47.43 E000.50.4.55/N051.25.42.32 E000.49.49.94/N051.25.37.36 E000.49.35.19/N051.25.32.57 E000.49.20.3/N051.25.27.94 E000.49.5.28/N051.25.23.47 E000.48.50.13/N051.25.19.17 E000.48.34.87/N051.25.15.04 E000.48.19.48/N051.25.11.07 E000.48.3.99/N051.25.7.27 E000.47.48.38/N051.25.3.65 E000.47.32.68/N051.25.0.19 E000.47.16.87/N051.24.56.91 E000.47.0.97/N051.24.53.8 E000.46.44.99/N051.24.50.86 E000.46.28.92/N051.24.48.1 E000.46.12.77/N051.24.45.51 E000.45.56.54/N051.24.43.11 E000.45.40.25/N051.24.40.88 E000.45.23.89/N051.24.38.82 E000.45.7.48/N051.24.36.95 E000.44.51.01/N051.24.35.26 E000.44.34.49/N051.24.33.74 E000.44.17.92/N051.24.32.41 E000.44.1.32/N051.24.31.26 E000.43.44.68/N051.24.30.28 E000.43.28.01/N051.24.29.49 E000.43.11.32/N051.24.28.88 E000.42.54.61/N051.24.28.46 E000.42.37.88/N051.24.28.21 E000.42.21.14/N051.24.28.15 E000.42.4.4/N051.24.28.27 E000.41.47.66/N051.24.28.57 E000.41.30.93/N051.24.29.05 E000.41.14.21/N051.24.29.72 E000.40.57.5/N051.24.30.57 E000.40.40.82/N051.24.31.59 E000.40.24.16/N051.24.32.8 E000.40.7.53/N051.24.34.19 E000.39.50.94/N051.24.35.76 E000.39.34.39/N051.24.37.51 E000.39.17.88/N051.24.39.44 E000.39.1.43/N051.24.41.55 E000.38.45.03/N051.24.43.83 E000.38.28.69/N051.24.46.3 E000.38.12.42/N051.24.48.94 E000.37.56.22/N051.24.51.75 E000.37.40.09/N051.24.54.74 E000.37.24.04/N051.24.57.91 E000.37.8.09/N051.25.1.24 E000.36.52.22/N051.25.4.75 E000.36.36.44/N051.25.8.43 E000.36.20.77/N051.25.12.28 E000.36.5.19/N051.25.16.3 E000.35.49.73/N051.25.20.49 E000.35.34.38/N051.25.24.84 E000.35.19.15/N051.25.29.36 E000.35.4.05/N051.25.34.04 E000.34.49.07/N051.25.38.88 E000.34.34.22/N051.25.43.89 E000.34.19.51/N051.25.49.05 E000.34.4.94/N051.25.54.37 E000.33.50.52/N051.25.59.85 E000.33.36.24/N051.26.5.48 E000.33.22.13/N051.26.11.27 E000.33.8.16/N051.26.17.2 E000.32.54.36/N051.26.23.29 E000.32.40.73/N051.26.29.52 E000.32.27.27/N051.26.35.9 E000.32.13.99/N051.26.42.42 E000.32.0.88/N051.26.49.08 E000.31.47.96/N051.26.55.88 E000.31.35.22/N051.27.2.82 E000.31.22.67/N051.27.9.9 E000.31.10.32/N051.27.17.1 E000.30.58.17/N051.27.24.44 E000.30.46.22/N051.27.31.91 E000.30.34.47/N051.27.39.51 E000.30.22.94/N051.27.47.22 E000.30.11.61/N051.27.55.06 E000.30.0.51/N051.28.3.03 E000.29.49.62/N051.28.11.1 E000.29.38.96/N051.28.19.3 E000.29.28.52/N051.28.27.6 E000.29.18.31/N051.28.36.01 E000.29.8.34/N051.28.44.54 E000.28.58.6/N051.28.53.16 E000.28.49.1/N051.29.1.89 E000.28.39.84/N051.29.10.72 E000.28.30.82/N051.29.19.64 E000.28.22.06/N051.29.28.66 E000.28.13.54/N051.29.37.77 E000.28.5.27/N051.29.46.97 E000.27.57.26/N051.29.56.25 E000.27.49.51/N051.30.5.62 E000.27.42.02/N051.30.15.06 E000.27.34.79/N051.30.24.59 E000.27.27.82/N051.30.34.19 E000.27.21.12/N051.30.43.86 E000.27.14.69/N051.30.53.59 E000.27.8.53/N051.31.3.4 E000.27.2.64/N051.31.13.26 E000.26.57.03/N051.31.23.19 E000.26.51.69/N051.31.33.17 E000.26.46.63/N051.31.43.21 E000.26.41.85/N051.31.53.29 E000.26.37.35/N051.32.3.43 E000.26.33.14/N051.32.13.61 E000.26.29.2/N051.32.23.82 E000.26.25.56/N051.32.34.08 E000.26.22.19/N051.32.44.37 E000.26.19.12/N051.32.54.7 E000.26.16.33/N051.33.5.05 E000.26.13.84/N051.33.15.43 E000.26.11.63/N051.33.25.83 E000.26.9.71/N051.33.36.25 E000.26.8.09/N051.33.46.69 E000.26.6.75/N051.33.57.13 E000.26.5.71/N051.34.7.59 E000.26.4.96/N051.34.18.06 E000.26.4.51/N051.34.28.53 E000.26.4.35/N051.34.39.0 E000.26.4.48/N051.34.49.46 E000.26.4.9/N051.34.59.92 E000.26.5.62/N051.35.10.37 E000.26.6.63/N051.35.20.81 E000.26.7.93/N051.35.31.23 E000.26.9.53/N051.35.41.63 E000.26.11.41/N051.35.52.01 E000.26.13.59/N051.36.2.37 E000.26.16.06/N051.36.12.7 E000.26.18.82/N051.36.22.99 E000.26.21.87/N051.36.33.25 E000.26.25.21/N051.36.43.48 E000.26.28.83/N051.36.53.66 E000.26.32.74/N051.37.3.8 E000.26.36.94/N051.37.13.89 E000.26.41.42/N051.37.23.93 E000.26.46.19/N051.37.33.91 E000.26.51.23/N051.37.43.84 E000.26.56.56/N051.37.53.71 E000.27.2.16/N051.38.3.52 E000.27.8.04/N051.38.13.27 E000.27.14.2/N051.38.22.94 E000.27.20.62/N051.38.32.54 E000.27.27.32/N051.38.42.07 E000.27.34.29/N051.38.51.53 E000.27.41.53/N051.39.0.9 E000.27.49.03/N051.39.10.19 E000.27.56.79/N051.39.19.39 E000.28.4.81/N051.39.28.5 E000.28.13.1/N051.39.37.53 E000.28.21.63/N051.39.46.45 E000.28.30.42/N051.39.55.29 E000.28.39.46/N051.40.4.02 E000.28.48.75/N051.40.12.65 E000.28.58.28/N051.40.21.17 E000.29.8.05/N051.40.29.59 E000.29.18.07/N051.40.37.9 E000.29.28.31/N051.40.46.09 E000.29.38.8/N051.40.54.17 E000.29.49.51/N051.41.2.13 E000.30.0.44/N051.41.9.97 E000.30.11.6/N051.41.17.69 E000.30.22.98/N051.41.25.28 E000.30.34.58/N051.41.32.75 E000.30.46.38/N051.41.40.08 E000.30.58.4/N051.41.47.29 E000.31.10.62/N051.41.54.36 E000.31.23.04/N051.42.1.3 E000.31.35.67/N051.42.8.09 E000.31.48.48/N051.42.14.75 E000.32.1.49/N051.42.21.26 E000.32.14.68/N051.42.27.63 E000.32.28.05/N051.42.33.85 E000.32.41.6/N051.42.39.93 E000.32.55.33/N051.42.45.85 E000.33.9.22/N051.42.51.62 E000.33.23.28/N051.42.57.24 E000.33.37.5/N051.43.2.7 E000.33.51.88/N051.43.8.01 E000.34.6.41/N051.43.13.16 E000.34.21.08/N051.43.18.14 E000.34.35.91/N051.43.22.97 E000.34.50.86/N051.43.27.63 E000.35.5.96/N051.43.32.13 E000.35.21.18/N051.43.36.46 E000.35.36.53/N051.43.40.62 E000.35.52.0/N051.43.44.61 E000.36.7.58/N051.43.48.43 E000.36.23.27/N051.43.52.09 E000.36.39.07/N051.43.55.57 E000.36.54.98/N051.43.58.87 E000.37.10.97/N051.44.2.01 E000.37.27.06/N051.44.4.96 E000.37.43.23/N051.44.7.74 E000.37.59.49/N051.44.10.34 E000.38.15.82/N051.44.12.77 E000.38.32.22/N051.44.15.02 E000.38.48.69/N051.44.17.08 E000.39.5.22/N051.44.18.97 E000.39.21.81/N051.44.20.68 E000.39.38.44/N051.44.22.2 E000.39.55.13/N051.44.23.54 E000.40.11.85/N051.44.24.7 E000.40.28.61/N051.44.25.68 E000.40.45.4/N051.44.26.48 E000.41.2.21/N051.44.27.09 E000.41.19.05/N051.44.27.52 E000.41.35.89/N051.44.27.77 E000.41.52.75/N051.44.27.83 E000.42.9.62/N051.44.27.71 E000.42.26.48/N051.44.27.41 E000.42.43.33/N051.44.26.92 E000.43.0.18/N051.44.26.25 E000.43.17.01/N051.44.25.4 E000.43.33.81/N051.44.24.36 E000.43.50.59/N051.44.23.15 E000.44.7.34/N051.44.21.75 E000.44.24.05/N051.44.20.17 E000.44.40.72/N051.44.18.4 E000.44.57.34/N051.44.16.46 E000.45.13.91/N051.44.14.34 E000.45.30.42/N051.44.12.04 E000.45.46.87/N051.44.9.56 E000.46.3.25/N051.44.6.9 E000.46.19.56/N051.44.4.06 E000.46.35.79/N051.44.1.05 E000.46.51.94/N051.43.57.87 E000.47.8.0/N051.43.54.51 E000.47.23.97/N051.43.50.97 E000.47.39.84/N051.43.47.27 E000.47.55.6/N051.43.43.39 E000.48.11.26/N051.43.39.34 E000.48.26.81/N051.43.35.13 E000.48.42.24/N051.43.30.75 E000.48.57.55/N051.43.26.2 E000.49.12.74/N051.43.21.49 E000.49.27.79/N051.43.16.61 E000.49.42.71/N051.43.11.58 E000.49.57.48/N051.43.6.38 E000.50.12.11/N051.43.1.03 E000.50.26.6/N051.42.55.52 E000.50.40.93/N051.42.49.85 E000.50.55.1/N051.42.44.03 E000.51.9.11/N051.42.38.06 E000.51.22.95/N051.42.31.94 E000.51.36.62/N051.42.25.67 E000.51.50.12/N051.42.19.26 E000.52.3.43/N051.42.12.7 E000.52.16.57/N051.42.6.0 E000.52.29.51/N051.41.59.16 E000.52.42.27/N051.41.52.18 E000.52.54.83/N051.41.45.07 E000.53.7.19/N051.41.37.82 E000.53.19.35/N051.41.30.45 E000.53.31.3/N051.41.22.94 E000.53.43.04/N051.41.15.31 E000.53.54.57/N051.41.7.55 E000.54.5.88/N51.40.57.00 E000.54.20.00/N51.41.38.00 E000.52.22.00/N51.44.31.00 E000.50.38.00/N51.44.40.00 E000.50.36.00,000,000
270,SOUTHEND CTA 4,SOUTHEND,130.780,N51.34.37.00 E000.24.40.00/N51.39.43.00 E000.25.51.00/N51.43.53.00 E000.35.08.00/N51.44.35.00 E000.44.06.00/N51.44.01.00 E000.44.12.00/N51.43.33.00 E000.44.29.00/N51.34.37.00 E000.24.40.00,000,000
271,SOUTHEND CTA 5,SOUTHEND,130.780,N51.44.35.00 E000.44.06.00/N51.45.06.00 E000.45.14.00/N51.45.30.00 E000.50.26.00/N51.44.40.00 E000.50.36.00/N51.44.20.00 E000.46.14.00/N51.43.33.00 E000.44.29.00/N51.44.01.00 E000.44.12.00/N51.44.35.00 E000.44.06.00,000,000
