,name,boundary,floor,ceiling
271,EG D802Z ,N58.49.59.00 W005.04.01.00/N58.49.59.00 W004.25.59.00/N58.47.03.00 W004.20.24.00/N58.32.36.00 W004.20.28.00/N58.27.15.00 W004.30.07.00/N58.25.29.00 W004.32.57.00/N58.22.58.00 W004.38.07.00/N58.22.11.00 W004.40.11.00/N58.21.34.00 W004.45.17.00/N58.22.12.00 W004.49.53.00/N58.24.26.00 W004.54.26.00/N58.27.01.00 W004.55.22.00/N58.27.00.00 W005.03.56.00/N58.29.56.00 W005.09.32.00/N58.47.03.00 W005.09.36.00/N58.49.59.00 W005.04.01.00,0,55000
272,EG D803 GARVIE ISLAND,N58.37.05.00 W004.52.20.00,0,40000
273,EG D803Z ,N58.37.05.00 W004.52.20.00,0,40000
274,EG D809C ,N58.50.00.00 W002.33.14.00/N58.50.00.00 W001.45.26.00/N58.26.00.00 W001.50.49.00/N58.26.00.00 W002.40.48.00/N58.50.00.00 W002.33.14.00,0,55000
275,EG D809CZ ,N58.54.59.00 W002.36.49.00/N58.54.58.00 W001.41.04.00/N58.51.38.00 W001.35.22.00/N58.23.31.00 W001.41.48.00/N58.21.00.00 W001.47.15.00/N58.21.00.00 W002.45.09.00/N58.24.31.00 W002.50.54.00/N58.52.36.00 W002.42.10.00/N58.54.59.00 W002.36.49.00,0,55000
276,EG D809N ,N59.23.00.00 W001.51.30.00/N59.23.00.00 W001.42.00.00/N59.05.00.00 W001.42.00.00/N58.50.00.00 W001.45.26.00/N58.50.00.00 W002.33.14.00/N58.58.00.00 W002.30.40.00/N59.23.00.00 W001.51.30.00,0,55000
277,EG D809NZ ,N59.27.59.00 W001.53.43.00/N59.27.59.00 W001.37.56.00/N59.25.03.00 W001.32.13.00/N59.04.42.00 W001.32.19.00/N58.47.31.00 W001.36.19.00/N58.45.00.00 W001.41.49.00/N58.45.00.00 W002.37.30.00/N58.48.27.00 W002.43.28.00/N59.00.05.00 W002.39.47.00/N59.27.01.00 W001.57.43.00/N59.27.59.00 W001.53.43.00,0,55000
278,EG D809S ,N58.26.00.00 W002.40.48.00/N58.26.00.00 W001.50.49.00/N57.50.00.00 W001.58.40.00/N57.50.00.00 W002.24.15.00/N58.16.30.00 W002.43.45.00/N58.26.00.00 W002.40.48.00,0,55000
279,EG D809SZ ,N58.30.59.00 W002.44.21.00/N58.30.58.00 W001.46.30.00/N58.27.38.00 W001.40.52.00/N57.47.32.00 W001.49.47.00/N57.45.00.00 W001.55.08.00/N57.45.00.00 W002.27.07.00/N57.46.45.00 W002.31.55.00/N58.15.57.00 W002.53.31.00/N58.28.36.00 W002.49.38.00/N58.30.59.00 W002.44.21.00,0,55000
280,EG P611  FASLANE,N56.03.31.00 W004.51.59.00,0,2200
281,EG P813 DOUNREAY,N58.34.35.00 W003.44.34.00,0,2100
282,EG R002 DEVONPORT,N50.23.17.00 W004.11.14.00,0,2000
283,EG R063 DUNGENESS,N50.54.49.00 E000.57.17.00,0,2000
284,EG R095 SARK,N49.25.46.00 W002.21.45.00,0,2374
285,EG R101 ALDERMASTON,N51.22.03.00 W001.08.47.00,0,2400
286,EG R104 BURGHFIELD,N51.24.24.00 W001.01.25.00,0,2400
287,EG R105 HIGHGROVE HOUSE,N51.37.20.00 W002.10.50.00,0,2000
288,EG R106  LACOCK,N51.25.23.00 W002.06.46.00,0,1600
289,EG R107 BELMARSH,N51.30.20.00 E000.05.29.00/N51.29.51.00 E000.05.41.00/N51.29.43.00 E000.04.54.00/N51.30.20.00 E000.05.29.00,0,2000
290,EG R153 HINKLEY POINT,N51.12.33.00 W003.07.49.00,0,2000
291,EG R154 OLDBURY,N51.38.52.00 W002.34.15.00,0,2000
292,EG R155 BERKELEY,N51.41.34.00 W002.29.36.00,0,2000
293,EG R156 WINDSOR CASTLE,N51.29.02.00 W000.36.14.00,0,2500
294,EG R157 HYDE PARK,N51.32.12.00 W000.09.11.00/N51.30.20.00 W000.06.48.00/N51.30.00.00 W000.07.30.00/N51.30.01.00 W000.06.37.00/N51.29.17.00 W000.06.34.00/N51.29.15.00 W000.07.26.00/N51.28.52.00 W000.06.49.00/N51.28.34.00 W000.07.19.00/N51.28.57.00 W000.07.56.00/N51.28.58.00 W000.08.49.00/N51.29.21.00 W000.08.47.00/N51.29.39.00 W000.11.32.00/N51.30.11.00 W000.11.23.00/N51.30.28.00 W000.12.09.00/N51.32.08.00 W000.10.38.00/N51.31.51.00 W000.09.52.00/N51.32.12.00 W000.09.11.00,0,1400
295,EG R158 CITY OF LONDON,N51.31.25.00 W000.05.47.00/N51.31.18.00 W000.04.39.00/N51.30.43.00 W000.04.18.00/N51.30.16.00 W000.04.33.00/N51.30.37.00 W000.07.04.00/N51.31.08.00 W000.06.53.00/N51.31.25.00 W000.05.47.00,0,1400
296,EG R159 ISLE OF DOGS,N51.30.35.00 W000.00.25.00/N51.29.54.00 W000.00.33.00/N51.29.38.00 W000.00.22.00/N51.29.31.00 W000.00.49.00/N51.29.21.00 W000.01.13.00/N51.30.00.00 W000.01.54.00/N51.30.18.00 W000.01.10.00/N51.30.35.00 W000.00.25.00,0,1400
297,EG R160 THE SPECIFIED AREA,N51.29.12.00 W000.17.16.00/N51.34.20.00 W000.14.07.00/N51.33.18.00 W000.09.04.00/N51.34.09.00 W000.03.18.00/N51.31.30.00 W000.00.45.00/N51.26.45.00 W000.00.44.00/N51.27.12.00 W000.06.10.00/N51.25.15.00 W000.12.22.00/N51.28.54.00 W000.14.07.00/N51.29.12.00 W000.17.16.00,0,1400
298,EG R204 LONG LARTIN,N52.06.27.00 W001.51.19.00,0,2200
299,EG R212 WHITEMOOR,N52.34.30.00 E000.04.46.00,0,2000
300,EG R214 WOODHILL,N52.00.49.00 W000.48.13.00,0,2400
301,EG R217 SIZEWELL,N52.12.50.00 E001.37.07.00,0,2000
302,EG R219 SANDRINGHAM HOUSE,N52.48.19.00 E000.31.04.00/N52.49.48.00 E000.30.49.00/N52.51.17.00 E000.30.33.00/N52.51.32.00 E000.34.24.00/N52.50.03.00 E000.34.47.00/N52.48.34.00 E000.35.10.00/N52.48.19.00 E000.31.04.00,0,2000
303,EG R220 ANMER HALL,N52.50.03.00 E000.34.47.00,0,2000
304,EG R311 CAPENHURST,N53.15.50.00 W002.57.08.00,0,2200
305,EG R312 SPRINGFIELDS,N53.46.34.00 W002.48.15.00,0,2100
306,EG R313 SCAMPTON,N53.18.28.00 W000.33.03.00,0,9500
307,EG R315 FULL SUTTON,N53.58.37.00 W000.52.24.00,0,2000
308,EG R319 MANCHESTER,N53.29.34.00 W002.14.50.00,0,1700
309,EG R321 WAKEFIELD,N53.40.57.00 W001.30.34.00,0,1600
310,EG R322 WYLFA,N53.24.58.00 W004.28.52.00,0,2100
311,EG R413 SELLAFIELD,N54.25.05.00 W003.29.44.00,0,2000
312,EG R431 MAGHABERRY,N54.30.53.00 W006.11.10.00,0,2000
313,EG R432 DURHAM,N54.48.59.00 W001.36.17.00/N54.48.20.00 W001.33.01.00/N54.47.41.00 W001.29.45.00/N54.45.44.00 W001.30.54.00/N54.46.23.00 W001.34.10.00/N54.47.02.00 W001.37.26.00/N54.48.59.00 W001.36.17.00,0,2200
314,EG R444 HEYSHAM,N54.01.47.00 W002.54.52.00,0,2000
315,EG R445 BARROW IN FURNESS,N54.06.35.00 W003.14.10.00,0,2000
316,EG R446 HARTLEPOOL,N54.38.07.00 W001.10.49.00,0,2000
317,EG R504 SHOTTS,N55.49.50.00 W003.49.35.00,0,2800
318,EG R515 HUNTERSTON,N55.43.17.00 W004.53.38.00,0,2000
319,EG R516 TORNESS,N55.58.06.00 W002.24.31.00,0,2100
320,EG R603 ROSYTH,N56.01.47.00 W003.27.03.00,0,2000
321,EG R610A ,N58.30.00.00 W003.39.02.00/N58.28.28.00 W003.38.15.00/N58.23.56.00 W003.28.47.00/N58.03.45.00 W004.12.48.00/N58.03.00.00 W004.30.00.00/N58.00.00.00 W004.37.00.00/N57.47.00.00 W004.25.00.00/N57.39.00.00 W004.30.00.00/N57.38.00.00 W004.45.00.00/N57.30.00.00 W004.38.00.00/N57.18.00.00 W004.52.00.00/N57.11.00.00 W004.53.00.00/N57.09.00.00 W005.00.00.00/N57.00.00.00 W005.02.00.00/N56.54.00.00 W005.05.00.00/N56.56.00.00 W005.47.00.00/N57.13.00.00 W005.35.00.00/N57.50.00.00 W005.43.00.00/N58.00.00.00 W005.15.00.00/N58.30.00.00 W004.49.00.00/N58.30.00.00 W004.30.00.00/N58.25.00.00 W004.30.00.00/N58.30.00.00 W004.20.00.00/N58.30.00.00 W003.39.02.00,0,5000
322,EG R610B ,N57.50.00.00 W005.43.00.00/N57.40.04.00 W005.40.50.00/N57.38.40.00 W005.57.39.00/N57.00.00.00 W005.56.44.00/N57.00.00.00 W006.15.04.00/N57.47.15.00 W006.16.37.00/N57.50.00.00 W005.43.00.00,0,5000
323,EG R610C ,N58.22.18.00 W003.32.24.00/N58.14.34.00 W003.19.29.00/N58.11.21.00 W003.26.54.00/N58.19.00.00 W003.39.40.00/N58.22.18.00 W003.32.24.00,0,2000
324,EG R610D ,N57.49.00.00 W004.06.06.00/N57.45.00.00 W004.02.54.00/N57.42.34.00 W004.10.56.00/N57.39.00.00 W004.30.00.00/N57.47.00.00 W004.25.00.00/N57.49.00.00 W004.06.06.00,0,2000
325,EG R612 ARBROATH,N56.34.49.00 W002.36.45.00,0,6000
326,EG R704 BALMORAL,N57.02.27.00 W003.13.49.00,0,3500
327,EG R705 BIRKHALL,N57.01.44.00 W003.04.27.00,0,3500
